site,US-Syv
year,2011
lat,46.242
lon,-89.3477
timezone,201101010030,-6
htower,200101010000,36,201205020000,36,201305050000,36,201907280000,36
timeres,halfhourly
sc_negl,0
notes,processed on 20230818184957 with qc_auto v1.0 compiled using GNU C 4.8.5 20150623 (Red Hat 4.8.5-44) on Jul 29 2022 at 18:25:49
notes,log::log_uuid=9bf163b9-3399-4e5a-b4b7-92bf961d3494
notes,log::flux_id=US-Syv
notes,log::start_year=2001
notes,log::end_year=2021
notes,log::input_path_prefix=peabody.lbl.gov:/ftp/ftp.fluxdata.org/.ameriflux_downloads/
notes,log::input_path_base=BASE-BADM/AMF_US-Syv_BASE_HH_24-5.csv
notes,log::input_path_badm=BADM_nightly/AMF_AA-Net_BIF_INTERNAL_20230918.xlsx
notes,log::input_path_other={BADM/BASE_MeasurementHeight_20230918.csv}
notes,log::processing_code_version=ONEFlux-0.3.0-beta
notes,log::processor_user_id=gilberto
notes,log::process_start_timestamp=20230918184235
notes,20230629161326 BASE file last modified
notes,20230918184235 data conversion config created
notes,20230918184235 BASE-ONEFlux data conversion applied
TIMESTAMP_START,TIMESTAMP_END,NEE,TA,USTAR,PPFD_IN
201101022330,201101030000,-9999,-9999,-9999,-9999
201101030000,201101030030,-9999,-9999,-9999,-9999
201101030030,201101030100,-9999,-9999,-9999,-9999
201101030100,201101030130,-9999,-9999,-9999,-9999
201101030130,201101030200,-9999,-9999,-9999,-9999
201101030200,201101030230,-9999,-9999,-9999,-9999
201101030230,201101030300,-9999,-9999,-9999,-9999
201101030300,201101030330,-9999,-9999,-9999,-9999
201101030330,201101030400,-9999,-9999,-9999,-9999
201101030400,201101030430,-9999,-9999,-9999,-9999
201101030430,201101030500,-9999,-9999,-9999,-9999
201101030500,201101030530,-9999,-9999,-9999,-9999
201101030530,201101030600,-9999,-9999,-9999,-9999
201101030600,201101030630,-9999,-9999,-9999,-9999
201101030630,201101030700,-9999,-9999,-9999,-9999
201101030700,201101030730,-9999,-9999,-9999,-9999
201101030730,201101030800,-9999,-9999,-9999,-9999
201101030800,201101030830,-9999,-9999,-9999,-9999
201101030830,201101030900,-9999,-9999,-9999,-9999
201101030900,201101030930,-9999,-9999,-9999,-9999
201101030930,201101031000,-9999,-9999,-9999,-9999
201101031000,201101031030,-9999,-9999,-9999,-9999
201101031030,201101031100,-9999,-9999,-9999,-9999
201101031100,201101031130,-9999,-9999,-9999,-9999
201101031130,201101031200,-9999,-9999,-9999,-9999
201101031200,201101031230,-9999,-9999,-9999,-9999
201101031230,201101031300,-9999,-9999,-9999,-9999
201101031300,201101031330,-9999,-9999,-9999,-9999
201101031330,201101031400,-9999,-9999,-9999,-9999
201101031400,201101031430,-9999,-9999,-9999,-9999
201101031430,201101031500,-9999,-9999,-9999,-9999
201101031500,201101031530,-9999,-9999,-9999,-9999
201101031530,201101031600,-9999,-9999,-9999,-9999
201101031600,201101031630,-9999,-9999,-9999,-9999
201101031630,201101031700,-9999,-9999,-9999,-9999
201101031700,201101031730,-9999,-9999,-9999,-9999
201101031730,201101031800,-9999,-9999,-9999,-9999
201101031800,201101031830,-9999,-9999,-9999,-9999
201101031830,201101031900,-9999,-9999,-9999,-9999
201101031900,201101031930,-9999,-9999,-9999,-9999
201101031930,201101032000,-9999,-9999,-9999,-9999
201101032000,201101032030,-9999,-9999,-9999,-9999
201101032030,201101032100,-9999,-9999,-9999,-9999
201101032100,201101032130,-9999,-9999,-9999,-9999
201101032130,201101032200,-9999,-9999,-9999,-9999
201101032200,201101032230,-9999,-9999,-9999,-9999
201101032230,201101032300,-9999,-9999,-9999,-9999
201101032300,201101032330,-9999,-9999,-9999,-9999
201101032330,201101040000,-9999,-9999,-9999,-9999
201101040000,201101040030,-9999,-9999,-9999,-9999
201101040030,201101040100,-9999,-9999,-9999,-9999
201101040100,201101040130,-9999,-9999,-9999,-9999
201101040130,201101040200,-9999,-9999,-9999,-9999
201101040200,201101040230,-9999,-9999,-9999,-9999
201101040230,201101040300,-9999,-9999,-9999,-9999
201101040300,201101040330,-9999,-9999,-9999,-9999
201101040330,201101040400,-9999,-9999,-9999,-9999
201101040400,201101040430,-9999,-9999,-9999,-9999
201101040430,201101040500,-9999,-9999,-9999,-9999
201101040500,201101040530,-9999,-9999,-9999,-9999
201101040530,201101040600,-9999,-9999,-9999,-9999
201101040600,201101040630,-9999,-9999,-9999,-9999
201101040630,201101040700,-9999,-9999,-9999,-9999
201101040700,201101040730,-9999,-9999,-9999,-9999
201101040730,201101040800,-9999,-9999,-9999,-9999
201101040800,201101040830,-9999,-9999,-9999,-9999
201101040830,201101040900,-9999,-9999,-9999,-9999
201101040900,201101040930,-9999,-9999,-9999,-9999
201101040930,201101041000,-9999,-9999,-9999,-9999
201101041000,201101041030,-9999,-9999,-9999,-9999
201101041030,201101041100,-9999,-9999,-9999,-9999
201101041100,201101041130,-9999,-9999,-9999,-9999
201101041130,201101041200,-9999,-9999,-9999,-9999
201101041200,201101041230,-9999,-9999,-9999,-9999
201101041230,201101041300,-9999,-9999,-9999,-9999
201101041300,201101041330,-9999,-9999,-9999,-9999
201101041330,201101041400,-9999,-9999,-9999,-9999
201101041400,201101041430,-9999,-9999,-9999,-9999
201101041430,201101041500,-9999,-9999,-9999,-9999
201101041500,201101041530,-9999,-9999,-9999,-9999
201101041530,201101041600,-9999,-9999,-9999,-9999
201101041600,201101041630,-9999,-9999,-9999,-9999
201101041630,201101041700,-9999,-9999,-9999,-9999
201101041700,201101041730,-9999,-9999,-9999,-9999
201101041730,201101041800,-9999,-9999,-9999,-9999
201101041800,201101041830,-9999,-9999,-9999,-9999
201101041830,201101041900,-9999,-9999,-9999,-9999
201101041900,201101041930,-9999,-9999,-9999,-9999
201101041930,201101042000,-9999,-9999,-9999,-9999
201101042000,201101042030,-9999,-9999,-9999,-9999
201101042030,201101042100,-9999,-9999,-9999,-9999
201101042100,201101042130,-9999,-9999,-9999,-9999
201101042130,201101042200,-9999,-9999,-9999,-9999
201101042200,201101042230,-9999,-9999,-9999,-9999
201101042230,201101042300,-9999,-9999,-9999,-9999
201101042300,201101042330,-9999,-9999,-9999,-9999
201101042330,201101050000,-9999,-9999,-9999,-9999
201101050000,201101050030,-9999,-9999,-9999,-9999
201101050030,201101050100,-9999,-9999,-9999,-9999
201101050100,201101050130,-9999,-9999,-9999,-9999
201101050130,201101050200,-9999,-9999,-9999,-9999
201101050200,201101050230,-9999,-9999,-9999,-9999
201101050230,201101050300,-9999,-9999,-9999,-9999
201101050300,201101050330,-9999,-9999,-9999,-9999
201101050330,201101050400,-9999,-9999,-9999,-9999
201101050400,201101050430,-9999,-9999,-9999,-9999
201101050430,201101050500,-9999,-9999,-9999,-9999
201101050500,201101050530,-9999,-9999,-9999,-9999
201101050530,201101050600,-9999,-9999,-9999,-9999
201101050600,201101050630,-9999,-9999,-9999,-9999
201101050630,201101050700,-9999,-9999,-9999,-9999
201101050700,201101050730,-9999,-9999,-9999,-9999
201101050730,201101050800,-9999,-9999,-9999,-9999
201101050800,201101050830,-9999,-9999,-9999,-9999
201101050830,201101050900,-9999,-9999,-9999,-9999
201101050900,201101050930,-9999,-9999,-9999,-9999
201101050930,201101051000,-9999,-9999,-9999,-9999
201101051000,201101051030,-9999,-9999,-9999,-9999
201101051030,201101051100,-9999,-9999,-9999,-9999
201101051100,201101051130,-9999,-9999,-9999,-9999
201101051130,201101051200,-9999,-9999,-9999,-9999
201101051200,201101051230,-9999,-9999,-9999,-9999
201101051230,201101051300,-9999,-9999,-9999,-9999
201101051300,201101051330,-9999,-9999,-9999,-9999
201101051330,201101051400,-9999,-9999,-9999,-9999
201101051400,201101051430,-9999,-9999,-9999,-9999
201101051430,201101051500,-9999,-9999,-9999,-9999
201101051500,201101051530,-9999,-9999,-9999,-9999
201101051530,201101051600,-9999,-9999,-9999,-9999
201101051600,201101051630,-9999,-9999,-9999,-9999
201101051630,201101051700,-9999,-9999,-9999,-9999
201101051700,201101051730,-9999,-9999,-9999,-9999
201101051730,201101051800,-9999,-9999,-9999,-9999
201101051800,201101051830,-9999,-9999,-9999,-9999
201101051830,201101051900,-9999,-9999,-9999,-9999
201101051900,201101051930,-9999,-9999,-9999,-9999
201101051930,201101052000,-9999,-9999,-9999,-9999
201101052000,201101052030,-9999,-9999,-9999,-9999
201101052030,201101052100,-9999,-9999,-9999,-9999
201101052100,201101052130,-9999,-9999,-9999,-9999
201101052130,201101052200,-9999,-9999,-9999,-9999
201101052200,201101052230,-9999,-9999,-9999,-9999
201101052230,201101052300,-9999,-9999,-9999,-9999
201101052300,201101052330,-9999,-9999,-9999,-9999
201101052330,201101060000,-9999,-9999,-9999,-9999
201101060000,201101060030,-9999,-9999,-9999,-9999
201101060030,201101060100,-9999,-9999,-9999,-9999
201101060100,201101060130,-9999,-9999,-9999,-9999
201101060130,201101060200,-9999,-9999,-9999,-9999
201101060200,201101060230,-9999,-9999,-9999,-9999
201101060230,201101060300,-9999,-9999,-9999,-9999
201101060300,201101060330,-9999,-9999,-9999,-9999
201101060330,201101060400,-9999,-9999,-9999,-9999
201101060400,201101060430,-9999,-9999,-9999,-9999
201101060430,201101060500,-9999,-9999,-9999,-9999
201101060500,201101060530,-9999,-9999,-9999,-9999
201101060530,201101060600,-9999,-9999,-9999,-9999
201101060600,201101060630,-9999,-9999,-9999,-9999
201101060630,201101060700,-9999,-9999,-9999,-9999
201101060700,201101060730,-9999,-9999,-9999,-9999
201101060730,201101060800,-9999,-9999,-9999,-9999
201101060800,201101060830,-9999,-9999,-9999,-9999
201101060830,201101060900,-9999,-9999,-9999,-9999
201101060900,201101060930,-9999,-9999,-9999,-9999
201101060930,201101061000,-9999,-9999,-9999,-9999
201101061000,201101061030,-9999,-9999,-9999,-9999
201101061030,201101061100,-9999,-9999,-9999,-9999
201101061100,201101061130,-9999,-9999,-9999,-9999
201101061130,201101061200,-9999,-9999,-9999,-9999
201101061200,201101061230,-9999,-9999,-9999,-9999
201101061230,201101061300,-9999,-9999,-9999,-9999
201101061300,201101061330,-9999,-9999,-9999,-9999
201101061330,201101061400,-9999,-9999,-9999,-9999
201101061400,201101061430,-9999,-9999,-9999,-9999
201101061430,201101061500,-9999,-9999,-9999,-9999
201101061500,201101061530,-9999,-9999,-9999,-9999
201101061530,201101061600,-9999,-9999,-9999,-9999
201101061600,201101061630,-9999,-9999,-9999,-9999
201101061630,201101061700,-9999,-9999,-9999,-9999
201101061700,201101061730,-9999,-9999,-9999,-9999
201101061730,201101061800,-9999,-9999,-9999,-9999
201101061800,201101061830,-9999,-9999,-9999,-9999
201101061830,201101061900,-9999,-9999,-9999,-9999
201101061900,201101061930,-9999,-9999,-9999,-9999
201101061930,201101062000,-9999,-9999,-9999,-9999
201101062000,201101062030,-9999,-9999,-9999,-9999
201101062030,201101062100,-9999,-9999,-9999,-9999
201101062100,201101062130,-9999,-9999,-9999,-9999
201101062130,201101062200,-9999,-9999,-9999,-9999
201101062200,201101062230,-9999,-9999,-9999,-9999
201101062230,201101062300,-9999,-9999,-9999,-9999
201101062300,201101062330,-9999,-9999,-9999,-9999
201101062330,201101070000,-9999,-9999,-9999,-9999
201101070000,201101070030,-9999,-9999,-9999,-9999
201101070030,201101070100,-9999,-9999,-9999,-9999
201101070100,201101070130,-9999,-9999,-9999,-9999
201101070130,201101070200,-9999,-9999,-9999,-9999
201101070200,201101070230,-9999,-9999,-9999,-9999
201101070230,201101070300,-9999,-9999,-9999,-9999
201101070300,201101070330,-9999,-9999,-9999,-9999
201101070330,201101070400,-9999,-9999,-9999,-9999
201101070400,201101070430,-9999,-9999,-9999,-9999
201101070430,201101070500,-9999,-9999,-9999,-9999
201101070500,201101070530,-9999,-9999,-9999,-9999
201101070530,201101070600,-9999,-9999,-9999,-9999
201101070600,201101070630,-9999,-9999,-9999,-9999
201101070630,201101070700,-9999,-9999,-9999,-9999
201101070700,201101070730,-9999,-9999,-9999,-9999
201101070730,201101070800,-9999,-9999,-9999,-9999
201101070800,201101070830,-9999,-9999,-9999,-9999
201101070830,201101070900,-9999,-9999,-9999,-9999
201101070900,201101070930,-9999,-9999,-9999,-9999
201101070930,201101071000,-9999,-9999,-9999,-9999
201101071000,201101071030,-9999,-9999,-9999,-9999
201101071030,201101071100,-9999,-9999,-9999,-9999
201101071100,201101071130,-9999,-9999,-9999,-9999
201101071130,201101071200,-9999,-9999,-9999,-9999
201101071200,201101071230,-9999,-9999,-9999,-9999
201101071230,201101071300,-9999,-9999,-9999,-9999
201101071300,201101071330,-9999,-9999,-9999,-9999
201101071330,201101071400,-9999,-9999,-9999,-9999
201101071400,201101071430,-9999,-9999,-9999,-9999
201101071430,201101071500,-9999,-9999,-9999,-9999
201101071500,201101071530,-9999,-9999,-9999,-9999
201101071530,201101071600,-9999,-9999,-9999,-9999
201101071600,201101071630,-9999,-9999,-9999,-9999
201101071630,201101071700,-9999,-9999,-9999,-9999
201101071700,201101071730,-9999,-9999,-9999,-9999
201101071730,201101071800,-9999,-9999,-9999,-9999
201101071800,201101071830,-9999,-9999,-9999,-9999
201101071830,201101071900,-9999,-9999,-9999,-9999
201101071900,201101071930,-9999,-9999,-9999,-9999
201101071930,201101072000,-9999,-9999,-9999,-9999
201101072000,201101072030,-9999,-9999,-9999,-9999
201101072030,201101072100,-9999,-9999,-9999,-9999
201101072100,201101072130,-9999,-9999,-9999,-9999
201101072130,201101072200,-9999,-9999,-9999,-9999
201101072200,201101072230,-9999,-9999,-9999,-9999
201101072230,201101072300,-9999,-9999,-9999,-9999
201101072300,201101072330,-9999,-9999,-9999,-9999
201101072330,201101080000,-9999,-9999,-9999,-9999
201101080000,201101080030,-9999,-9999,-9999,-9999
201101080030,201101080100,-9999,-9999,-9999,-9999
201101080100,201101080130,-9999,-9999,-9999,-9999
201101080130,201101080200,-9999,-9999,-9999,-9999
201101080200,201101080230,-9999,-9999,-9999,-9999
201101080230,201101080300,-9999,-9999,-9999,-9999
201101080300,201101080330,-9999,-9999,-9999,-9999
201101080330,201101080400,-9999,-9999,-9999,-9999
201101080400,201101080430,-9999,-9999,-9999,-9999
201101080430,201101080500,-9999,-9999,-9999,-9999
201101080500,201101080530,-9999,-9999,-9999,-9999
201101080530,201101080600,-9999,-9999,-9999,-9999
201101080600,201101080630,-9999,-9999,-9999,-9999
201101080630,201101080700,-9999,-9999,-9999,-9999
201101080700,201101080730,-9999,-9999,-9999,-9999
201101080730,201101080800,-9999,-9999,-9999,-9999
201101080800,201101080830,-9999,-9999,-9999,-9999
201101080830,201101080900,-9999,-9999,-9999,-9999
201101080900,201101080930,-9999,-9999,-9999,-9999
201101080930,201101081000,-9999,-9999,-9999,-9999
201101081000,201101081030,-9999,-9999,-9999,-9999
201101081030,201101081100,-9999,-9999,-9999,-9999
201101081100,201101081130,-9999,-9999,-9999,-9999
201101081130,201101081200,-9999,-9999,-9999,-9999
201101081200,201101081230,-9999,-9999,-9999,-9999
201101081230,201101081300,-9999,-9999,-9999,-9999
201101081300,201101081330,-9999,-9999,-9999,-9999
201101081330,201101081400,-9999,-9999,-9999,-9999
201101081400,201101081430,-9999,-9999,-9999,-9999
201101081430,201101081500,-9999,-9999,-9999,-9999
201101081500,201101081530,-9999,-9999,-9999,-9999
201101081530,201101081600,-9999,-9999,-9999,-9999
201101081600,201101081630,-9999,-9999,-9999,-9999
201101081630,201101081700,-9999,-9999,-9999,-9999
201101081700,201101081730,-9999,-9999,-9999,-9999
201101081730,201101081800,-9999,-9999,-9999,-9999
201101081800,201101081830,-9999,-9999,-9999,-9999
201101081830,201101081900,-9999,-9999,-9999,-9999
201101081900,201101081930,-9999,-9999,-9999,-9999
201101081930,201101082000,-9999,-9999,-9999,-9999
201101082000,201101082030,-9999,-9999,-9999,-9999
201101082030,201101082100,-9999,-9999,-9999,-9999
201101082100,201101082130,-9999,-9999,-9999,-9999
201101082130,201101082200,-9999,-9999,-9999,-9999
201101082200,201101082230,-9999,-9999,-9999,-9999
201101082230,201101082300,-9999,-9999,-9999,-9999
201101082300,201101082330,-9999,-9999,-9999,-9999
201101082330,201101090000,-9999,-9999,-9999,-9999
201101090000,201101090030,-9999,-9999,-9999,-9999
201101090030,201101090100,-9999,-9999,-9999,-9999
201101090100,201101090130,-9999,-9999,-9999,-9999
201101090130,201101090200,-9999,-9999,-9999,-9999
201101090200,201101090230,-9999,-9999,-9999,-9999
201101090230,201101090300,-9999,-9999,-9999,-9999
201101090300,201101090330,-9999,-9999,-9999,-9999
201101090330,201101090400,-9999,-9999,-9999,-9999
201101090400,201101090430,-9999,-9999,-9999,-9999
201101090430,201101090500,-9999,-9999,-9999,-9999
201101090500,201101090530,-9999,-9999,-9999,-9999
201101090530,201101090600,-9999,-9999,-9999,-9999
201101090600,201101090630,-9999,-9999,-9999,-9999
201101090630,201101090700,-9999,-9999,-9999,-9999
201101090700,201101090730,-9999,-9999,-9999,-9999
201101090730,201101090800,-9999,-9999,-9999,-9999
201101090800,201101090830,-9999,-9999,-9999,-9999
201101090830,201101090900,-9999,-9999,-9999,-9999
201101090900,201101090930,-9999,-9999,-9999,-9999
201101090930,201101091000,-9999,-9999,-9999,-9999
201101091000,201101091030,-9999,-9999,-9999,-9999
201101091030,201101091100,-9999,-9999,-9999,-9999
201101091100,201101091130,-9999,-9999,-9999,-9999
201101091130,201101091200,-9999,-9999,-9999,-9999
201101091200,201101091230,-9999,-9999,-9999,-9999
201101091230,201101091300,-9999,-9999,-9999,-9999
201101091300,201101091330,-9999,-9999,-9999,-9999
201101091330,201101091400,-9999,-9999,-9999,-9999
201101091400,201101091430,-9999,-9999,-9999,-9999
201101091430,201101091500,-9999,-9999,-9999,-9999
201101091500,201101091530,-9999,-9999,-9999,-9999
201101091530,201101091600,-9999,-9999,-9999,-9999
201101091600,201101091630,-9999,-9999,-9999,-9999
201101091630,201101091700,-9999,-9999,-9999,-9999
201101091700,201101091730,-9999,-9999,-9999,-9999
201101091730,201101091800,-9999,-9999,-9999,-9999
201101091800,201101091830,-9999,-9999,-9999,-9999
201101091830,201101091900,-9999,-9999,-9999,-9999
201101091900,201101091930,-9999,-9999,-9999,-9999
201101091930,201101092000,-9999,-9999,-9999,-9999
201101092000,201101092030,-9999,-9999,-9999,-9999
201101092030,201101092100,-9999,-9999,-9999,-9999
201101092100,201101092130,-9999,-9999,-9999,-9999
201101092130,201101092200,-9999,-9999,-9999,-9999
201101092200,201101092230,-9999,-9999,-9999,-9999
201101092230,201101092300,-9999,-9999,-9999,-9999
201101092300,201101092330,-9999,-9999,-9999,-9999
201101092330,201101100000,-9999,-9999,-9999,-9999
201101100000,201101100030,-9999,-9999,-9999,-9999
201101100030,201101100100,-9999,-9999,-9999,-9999
201101100100,201101100130,-9999,-9999,-9999,-9999
201101100130,201101100200,-9999,-9999,-9999,-9999
201101100200,201101100230,-9999,-9999,-9999,-9999
201101100230,201101100300,-9999,-9999,-9999,-9999
201101100300,201101100330,-9999,-9999,-9999,-9999
201101100330,201101100400,-9999,-9999,-9999,-9999
201101100400,201101100430,-9999,-9999,-9999,-9999
201101100430,201101100500,-9999,-9999,-9999,-9999
201101100500,201101100530,-9999,-9999,-9999,-9999
201101100530,201101100600,-9999,-9999,-9999,-9999
201101100600,201101100630,-9999,-9999,-9999,-9999
201101100630,201101100700,-9999,-9999,-9999,-9999
201101100700,201101100730,-9999,-9999,-9999,-9999
201101100730,201101100800,-9999,-9999,-9999,-9999
201101100800,201101100830,-9999,-9999,-9999,-9999
201101100830,201101100900,-9999,-9999,-9999,-9999
201101100900,201101100930,-9999,-9999,-9999,-9999
201101100930,201101101000,-9999,-9999,-9999,-9999
201101101000,201101101030,-9999,-9999,-9999,-9999
201101101030,201101101100,-9999,-9999,-9999,-9999
201101101100,201101101130,-9999,-9999,-9999,-9999
201101101130,201101101200,-9999,-9999,-9999,-9999
201101101200,201101101230,-9999,-9999,-9999,-9999
201101101230,201101101300,-9999,-9999,-9999,-9999
201101101300,201101101330,-9999,-9999,-9999,-9999
201101101330,201101101400,-9999,-9999,-9999,-9999
201101101400,201101101430,-9999,-9999,-9999,-9999
201101101430,201101101500,-9999,-9999,-9999,-9999
201101101500,201101101530,-9999,-9999,-9999,-9999
201101101530,201101101600,-9999,-9999,-9999,-9999
201101101600,201101101630,-9999,-9999,-9999,-9999
201101101630,201101101700,-9999,-9999,-9999,-9999
201101101700,201101101730,-9999,-9999,-9999,-9999
201101101730,201101101800,-9999,-9999,-9999,-9999
201101101800,201101101830,-9999,-9999,-9999,-9999
201101101830,201101101900,-9999,-9999,-9999,-9999
201101101900,201101101930,-9999,-9999,-9999,-9999
201101101930,201101102000,-9999,-9999,-9999,-9999
201101102000,201101102030,-9999,-9999,-9999,-9999
201101102030,201101102100,-9999,-9999,-9999,-9999
201101102100,201101102130,-9999,-9999,-9999,-9999
201101102130,201101102200,-9999,-9999,-9999,-9999
201101102200,201101102230,-9999,-9999,-9999,-9999
201101102230,201101102300,-9999,-9999,-9999,-9999
201101102300,201101102330,-9999,-9999,-9999,-9999
201101102330,201101110000,-9999,-9999,-9999,-9999
201101110000,201101110030,-9999,-9999,-9999,-9999
201101110030,201101110100,-9999,-9999,-9999,-9999
201101110100,201101110130,-9999,-9999,-9999,-9999
201101110130,201101110200,-9999,-9999,-9999,-9999
201101110200,201101110230,-9999,-9999,-9999,-9999
201101110230,201101110300,-9999,-9999,-9999,-9999
201101110300,201101110330,-9999,-9999,-9999,-9999
201101110330,201101110400,-9999,-9999,-9999,-9999
201101110400,201101110430,-9999,-9999,-9999,-9999
201101110430,201101110500,-9999,-9999,-9999,-9999
201101110500,201101110530,-9999,-9999,-9999,-9999
201101110530,201101110600,-9999,-9999,-9999,-9999
